"id","title","link","description","image_link","blog","tags","date","df_grouping_id"
"article_613608325459","Lentestart voor Beginners: De Eerste 30 Dagen met een Nieuwe Vijver","https://vijvercentrum.nl/blogs/seizoenstips/lentestart-voor-beginners-de-eerste-30-dagen-met-een-nieuwe-vijver","Start je nieuwe vijver goed: een 30-dagenplan met waterwaarden, filtertips, plantkeuze en veilige visintroductie voor beginners.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/new-koi-pond-being-set-up-in-spring-in-a-dutch-garden-flat-polder-landscape-neat-buxus-hedges-brick-path-fresh-spring-plants-young-koi-fish-no-people-photorealistic.png?v=1774100555","Seizoenstips","seizoenstips","2025-11-18T13:09:00Z","article"
"article_613603836243","Vijverfolie Repareren: Stap-voor-Stap bij Scheuren en Lekken","https://vijvercentrum.nl/blogs/vijveronderhoud/vijverfolie-repareren-stap-voor-stap-bij-scheuren-en-lekken","Vijverfolie repareren? Volg ons 5-stappenplan voor PVC en EPDM folie. Met de juiste lijm, patch en uithardtijd is jouw vijver snel weer waterdicht.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/pond-liner-repair-kit-with-glue-patch-material-and-tools-laid-out-next-to-a-garden-pond-edge-close-up-of-epdm-rubber-liner-being-patched-dutch-garden-setting-photorealistic-no-people.png?v=1774538207","Vijveronderhoud","vijveronderhoud","2025-11-16T10:20:00Z","article"
"article_613603737939","Algengroei Voorkomen: 8 Preventieve Maatregelen die Echt Werken","https://vijvercentrum.nl/blogs/vijveronderhoud/algengroei-voorkomen-8-preventieve-maatregelen-die-echt-werken","Voorkom algengroei in je vijver met deze 8 bewezen maatregelen. Concrete tips met meetwaarden, doseringen en een seizoenskalender voor helder water het hele jaar.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/crystal-clear-garden-pond-with-water-lilies-providing-shade-healthy-aquatic-plants-along-edges-visible-clean-water-with-koi-swimming-dutch-garden-with-buxus-hedges-and-brick-path-alga.png?v=1774538521","Vijveronderhoud","vijveronderhoud","2025-11-12T07:50:00Z","article"
"article_613608292691","Koivijver in Droogteperiode: Water Besparen zonder Kwaliteitsverlies","https://vijvercentrum.nl/blogs/seizoenstips/koivijver-in-droogteperiode-water-besparen-zonder-kwaliteitsverlies","Bespaar water in je koivijver tijdens droogte zonder kwaliteitsverlies. Praktische tips voor verdamping, zuurstof, KH-stabilisatie en voeding.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-pond-with-slightly-low-water-level-on-a-hot-summer-day-dry-grass-edges-waterlelies-providing-shade-dutch-flat-garden-bright-sunshine-photorealistic.png?v=1776949147","Seizoenstips","seizoenstips","2025-11-09T13:09:00Z","article"
"article_613603705171","Vijverranden Onderhouden: Zo Voorkom Je Erosie en Lekkage","https://vijvercentrum.nl/blogs/vijveronderhoud/vijverranden-onderhouden-zo-voorkom-je-erosie-en-lekkage","Voorkom erosie en lekkage bij je vijver met praktische tips voor randonderhoud, materiaalkeuze en een handig seizoensschema.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/well-maintained-pond-edge-with-natural-stone-border-lush-marginal-plants-growing-along-the-rim-clean-transition-between-lawn-and-water-dutch-garden-with-flat-terrain-and-brick-path-ko.png?v=1774538839","Vijveronderhoud","vijveronderhoud","2025-11-08T07:01:00Z","article"
"article_613603672403","Vijveronderhoud bij Vakantie: Zo Laat Je de Vijver 2 Weken Alleen","https://vijvercentrum.nl/blogs/vijveronderhoud/vijveronderhoud-bij-vakantie-zo-laat-je-de-vijver-2-weken-alleen","Ga je 2 weken op vakantie? Met deze 7 stappen bereid je jouw vijver voor zodat vissen gezond blijven en het water helder. Inclusief checklist en veelgemaakte fouten.","","Vijveronderhoud","vijveronderhoud","2025-11-05T10:24:00Z","article"
"article_613603803475","Bladvanger en Vijvernet: De Beste Bescherming tegen Herfstbladeren","https://vijvercentrum.nl/blogs/vijveronderhoud/bladvanger-en-vijvernet-de-beste-bescherming-tegen-herfstbladeren","Bescherm je vijver tegen herfstbladeren met een vijvernet of bladvanger. Praktische tips voor installatie, onderhoud en timing - tot 80% minder slib.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/pond-net-stretched-over-a-koi-pond-catching-autumn-leaves-fallen-colorful-leaves-on-the-net-clear-water-visible-underneath-with-koi-dutch-garden-with-buxus-hedges-autumn-daylight-phot.png?v=1777025727","Vijveronderhoud","vijveronderhoud","2025-11-01T14:49:00Z","article"
"article_613608259923","Vijver bij Onweer: Moet Je de Techniek Uitschakelen?","https://vijvercentrum.nl/blogs/seizoenstips/vijver-bij-onweer-moet-je-de-techniek-uitschakelen","Vijvertechniek uitschakelen bij onweer? Doe het niet. Leer waarom je de beluchting juist moet verhogen en hoe je vissen veilig door een zomerstorm loodst.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/onweer-nederlandse-vijver.png?v=1773604417","Seizoenstips","seizoenstips","2025-11-01T09:56:00Z","article"
"article_613603639635","Vijverplanten Snoeien en Uitdunnen: Wanneer en Hoe","https://vijvercentrum.nl/blogs/vijveronderhoud/vijverplanten-snoeien-en-uitdunnen-wanneer-en-hoe","Leer wanneer en hoe je vijverplanten snoeit en uitdunt. Praktische tips per planttype, veelgemaakte fouten en een handig snoeiplan voor het hele jaar.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-garden-pond-with-aquatic-plants-being-pruned-and-thinned-out-floating-pond-plants-like-water-lilies-and-marsh-marigolds-in-a-natural-pond-setting-pruning-shears-lying-on-the-pond-ed.png?v=1774366445","Vijveronderhoud","vijveronderhoud","2025-10-29T08:37:00Z","article"
"article_613603574099","Slib Verwijderen uit de Vijver: Handmatig, Zuiger of Bacterien?","https://vijvercentrum.nl/blogs/vijveronderhoud/slib-verwijderen-uit-de-vijver-handmatig-zuiger-of-bacterien","Slib verwijderen uit je vijver? Vergelijk handmatig scheppen, vijverstofzuiger en bacterien. Ontdek welke methode bij jouw vijver past en voorkom vissterfte.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-pond-sludge-vacuum-cleaner-standing-next-to-a-garden-pond-dark-muddy-sludge-visible-at-the-bottom-of-the-clear-pond-water-a-long-vacuum-hose-reaching-into-the-pond-bucket-of-removed.png?v=1774365885","Vijveronderhoud","vijveronderhoud","2025-10-25T11:52:00Z","article"
"article_613608227155","Koivijver bij -15°C: Noodmaatregelen bij Extreme Vorst","https://vijvercentrum.nl/blogs/seizoenstips/koivijver-bij-15c-noodmaatregelen-bij-extreme-vorst","Koi bij -15°C? Ontdek noodmaatregelen voor extreme vorst: wak openhouden, luchtpomp instellen, voeding staken en je koi veilig de winter door helpen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/frozen-koi-pond-covered-in-thick-ice-with-an-open-hole-kept-clear-by-air-pump-bubbles-frost-on-stone-edges-snowy-dutch-garden-winter-morning-light-photorealistic.png?v=1776949375","Seizoenstips","seizoenstips","2025-10-24T14:51:00Z","article"
"article_613603541331","Jaarkalender Vijveronderhoud: Elke Maand Weten Wat Je Moet Doen","https://vijvercentrum.nl/blogs/vijveronderhoud/jaarkalender-vijveronderhoud-elke-maand-weten-wat-je-moet-doen","Compleet vijveronderhoud per maand: van voorjaarsschoonmaak tot winterklaar maken. Weet precies wanneer je wat moet doen voor helder water en gezonde vissen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-beautiful-dutch-koi-pond-in-a-garden-showing-seasonal-changes-four-quadrant-view-with-spring-blooming-flowers-and-koi-becoming-active-summer-lush-green-plants-around-clear-pond-wate.png?v=1774365288","Vijveronderhoud","vijveronderhoud","2025-10-21T11:49:00Z","article"
"article_613531943251","Herfstbladeren &amp; koivijver: zo houd je je waterkwaliteit stabiel (en je koi gezond)","https://vijvercentrum.nl/blogs/seizoenstips/herfstbladeren-koivijver-zo-houd-je-je-waterkwaliteit-stabiel-en-je-koi-gezond","De herfst is prachtig – maar voor koi- en vijverliefhebbers ook een risicoperiode. Herfstbladeren koivijver is geen romantische combinatie: bladeren leveren een constante stroom organisch afval, verbruiken zuurstof tijdens afbraak, kleuren het water bruin (tannines) en kunnen pH- én filterstabiliteit onder druk zetten. In dit naslagartikel lees je exact wat er gebeurt, welke signalen je vroeg herkent en hoe je – met slimme preventie en een praktisch stappenplan – problemen voorkomt. A2KOI geeft je daarbij concrete meetwaarden, onderhoudsroutines en producttips waar je meteen mee aan de slag ku","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/herfstbladeren-koivijver-zo-houd-je-je-waterkwaliteit-stabiel-en-je-koi-gezond.webp?v=1772304139","Seizoenstips","herfstbladeren/herfstbladeren vijver/Koi/koi gezond/koivijver/koivijver onderhoud/Onderhoud per Seizoen/persoonlijk adviesgesprek/pH/vijvernet/vijverstofzuiger/voer/waterkwaliteit/Waterkwaliteit vijver/waterwaarden","2025-10-19T12:22:19Z","article"
"article_613603508563","Vijvertechniek op Zonne-energie: Mogelijkheden en Beperkingen","https://vijvercentrum.nl/blogs/filtratie-techniek/vijvertechniek-op-zonne-energie-mogelijkheden-en-beperkingen","Ontdek wat zonne-energie kan betekenen voor je vijverpomp en filter. Praktische tips, rekenvoorbeelden en eerlijk advies over mogelijkheden en grenzen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-solar-powered-koi-pond-setup-in-a-dutch-garden-showing-a-black-solar-panel-array-angled-on-a-metal-frame-beside-a-clear-koi-pond-with-colorful-fish-visible-a-small-solar-powered-wat.png?v=1774351946","Filtratie & Techniek","filtratie techniek","2025-10-18T14:24:00Z","article"
"article_613607833939","Tegenstroominstallatie voor de Koivijver: Koi Laten Bewegen voor Betere Conditie","https://vijvercentrum.nl/blogs/vijver-aanleggen/tegenstroominstallatie-voor-de-koivijver-koi-laten-bewegen-voor-betere-conditie","Tegenstroominstallatie in je koivijver? Ontdek hoe stroming je koi fitter maakt, welk systeem past en welke fouten je moet vermijden.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/tegenstroominstallatie-voor-de-koivijver-koi-laten-bewegen-voor-betere-conditie-nederlandse-achtertuin-zonder-mensen.png?v=1774088290","Vijver Aanleggen","vijver aanleggen","2025-10-16T12:11:00Z","article"
"article_613603606867","Ozon in de Koivijver: Geavanceerde Waterbehandeling voor Kristalhelder Water","https://vijvercentrum.nl/blogs/filtratie-techniek/ozon-in-de-koivijver-geavanceerde-waterbehandeling-voor-kristalhelder-water","Leer hoe ozon je koivijver kristalhelder maakt: dosering, installatie, seizoenstips en veelgemaakte fouten. Praktisch advies van vijverspecialisten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-professional-ozone-water-treatment-system-for-a-koi-pond-ozone-generator-unit-mounted-on-a-wall-in-a-clean-technical-room-clear-reaction-chamber-with-tiny-bubbles-visible-pipes-and.png?v=1774371847","Filtratie & Techniek","filtratie techniek","2025-10-14T14:57:00Z","article"
"article_613603770707","Energiezuinig Pompen: Bespaar op Stroomkosten zonder in te Leveren op Doorstroming","https://vijvercentrum.nl/blogs/filtratie-techniek/energiezuinig-pompen-bespaar-op-stroomkosten-zonder-in-te-leveren-op-doorstroming","Bespaar tot €500 per jaar met een energiezuinige vijverpomp. Vergelijk modellen op liter per watt, leer de juiste pompstand per seizoen en vermijd dure fouten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/modern-energy-efficient-pond-pump-installed-next-to-a-koi-pond-with-clear-water-flowing-dutch-garden-with-buxus-hedges-technical-equipment-visible-daylight-photorealistic.png?v=1777017091","Filtratie & Techniek","filtratie techniek","2025-10-11T10:29:00Z","article"
"article_613531910483","Vijver winterklaar maken: de complete herfstgids met koi-tips en voordeel tijdens de Euro Stapelweken","https://vijvercentrum.nl/blogs/seizoenstips/vijver-winterklaar-maken-de-complete-herfstgids-met-koi-tips-en-voordeel-tijdens-de-euro-stapelweken","De herfst is hét moment om je vijver winterklaar te maken. Bij A2KOI combineren we praktische kennis met voordeel. Tijdens de Euro Stapelweken krijg je tot €50 korting op producten die jouw vijver en koi helpen gezond de winter in te gaan. Ontdek in deze gids hoe je stap voor stap jouw vijver voorbereidt, welke fouten je kunt voorkomen en hoe je slim gebruik maakt van de actie.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/vijver-winterklaar-maken-de-complete-herfstgids-met-koi-tips-en-voordeel-tijdens-de-euro-stapelweken.jpg?v=1772304137","Seizoenstips","Aanbiedingen &amp; Kortingen A2KOI/Beluchting/Gezonde koi/helder water/Koi/Metabolisme/pH/vij/Vijveronderhoud &amp; Advies/vijverwater/voer/waterkwaliteit/Watertemperatuur/waterwaarden/Wintervoer","2025-10-08T12:15:06Z","article"
"article_613607801171","Vijverrand Afwerken: Natuursteen, Hardhout, Cortenstaal of Graszoden?","https://vijvercentrum.nl/blogs/vijver-aanleggen/vijverrand-afwerken-natuursteen-hardhout-cortenstaal-of-graszoden","Vijverrand afwerken? Vergelijk natuursteen, hardhout, cortenstaal en graszoden op kosten, duurzaamheid en veiligheid voor koi. Met praktische tips.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/vijverrand-afwerken-natuursteen-hardhout-cortenstaal-of-graszoden-nederlandse-vijver.png?v=1774089561","Vijver Aanleggen","vijver aanleggen","2025-10-08T07:40:00Z","article"
"article_613603475795","Filterstart in het Voorjaar: Bacterien Opkweken in 4 Weken","https://vijvercentrum.nl/blogs/filtratie-techniek/filterstart-in-het-voorjaar-bacterien-opkweken-in-4-weken","Start je vijverfilter goed op dit voorjaar. Leer in 4 weken bacteriën opkweken met ons stappenplan, inclusief tips en veelgemaakte fouten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-spring-pond-filter-system-starting-up-in-a-dutch-garden-open-multi-chamber-pond-filter-box-showing-filter-brushes-and-green-filter-foam-pads-a-bottle-of-pond-bacteria-starter-liquid.png?v=1774365591","Filtratie & Techniek","filtratie techniek","2025-10-07T12:06:00Z","article"
"article_613607768403","Automatisch Bijvulsysteem: Waterniveau Constant Houden zonder Gedoe","https://vijvercentrum.nl/blogs/vijver-aanleggen/automatisch-bijvulsysteem-waterniveau-constant-houden-zonder-gedoe","Houd je vijver-waterniveau automatisch op peil. Leer hoe een bijvulsysteem werkt, wat het kost en hoe je het installeert voor stabiel water en gezonde koi.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/vijver-nederlandse-achtertuin-automatisch-bijvulsysteem-waterniveau-constant-houden-zonder-gedoe.png?v=1774088147","Vijver Aanleggen","vijver aanleggen","2025-09-30T13:51:00Z","article"
"article_613603443027","Bodemafvoer (Bottom Drain) Aanleggen: De Basis van een Schone Vijver","https://vijvercentrum.nl/blogs/filtratie-techniek/bodemafvoer-bottom-drain-aanleggen-de-basis-van-een-schone-vijver","Bodemafvoer aanleggen? Leer hoeveel drains je nodig hebt, hoe je ze plaatst en welke fouten je moet vermijden voor helder vijverwater en gezonde koi.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-close-up-construction-view-of-a-black-round-bottom-drain-being-installed-in-a-koi-pond-the-drain-sitting-flush-in-a-freshly-poured-concrete-pond-floor-with-rebar-reinforcement-visib.png?v=1774352487","Filtratie & Techniek","filtratie techniek","2025-09-30T11:23:00Z","article"
"article_613603344723","Zwaartekrachtfilter vs. Drukkamerfilter: Voor- en Nadelen op een Rij","https://vijvercentrum.nl/blogs/filtratie-techniek/zwaartekrachtfilter-vs-drukkamerfilter-voor-en-nadelen-op-een-rij","Zwaartekrachtfilter of drukkamerfilter? Ontdek de voor- en nadelen van beide vijverfilters en kies het juiste systeem voor jouw vijver en vissen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/gravity-fed-pond-filter-and-pressure-filter-side-by-side-next-to-a-koi-pond-filter-equipment-comparison-dutch-garden-with-buxus-hedges-brick-edging-photorealistic-no-people-no-text.png?v=1774530489","Filtratie & Techniek","filtratie techniek","2025-09-23T10:50:00Z","article"
"article_613607735635","Vijververwarming Installeren: Systemen, Kosten en Energieverbruik","https://vijvercentrum.nl/blogs/vijver-aanleggen/vijververwarming-installeren-systemen-kosten-en-energieverbruik","Vijververwarming installeren? Vergelijk inline heaters, vorstbeveiliging en warmtepompen. Met kosten, energieverbruik en installatietips voor 2026.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/meer-subtiel-de-vijververwarming-in-de-tuin.png?v=1774087933","Vijver Aanleggen","vijver aanleggen","2025-09-22T12:04:00Z","article"
"article_613603213651","Moving Bed Filter (MBBF): Hoe Werkt het en Is het Iets voor Jouw Vijver?","https://vijvercentrum.nl/blogs/filtratie-techniek/moving-bed-filter-mbbf-hoe-werkt-het-en-is-het-iets-voor-jouw-vijver","Alles over het Moving Bed Filter (MBBF) voor je koivijver: werking, installatie, onderhoud en veelgemaakte fouten. Inclusief praktische tips van vijverspecialisten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/moving-bed-biofilm-reactor-filter-chamber-with-k1-media-plastic-carriers-floating-in-aerated-water-air-bubbles-rising-through-filter-media-pond-filtration-system-close-up-clean-techni.png?v=1774539109","Filtratie & Techniek","filtratie techniek","2025-09-15T07:44:00Z","article"
"article_613607702867","Vijverkijkvenster (Window): Zo Bouw Je een Glazen Wand in de Vijver","https://vijvercentrum.nl/blogs/vijver-aanleggen/vijverkijkvenster-window-zo-bouw-je-een-glazen-wand-in-de-vijver","Vijverkijkvenster bouwen? Leer welk glas, welke kit en welke constructie je nodig hebt voor een waterdichte glazen wand in je koi-vijver.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/zo-bouw-je-een-glazen-wand-in-de-vijver-nederlandse-achteruin-zonder-mensen.png?v=1774088034","Vijver Aanleggen","vijver aanleggen","2025-09-14T10:49:00Z","article"
"article_613603377491","UV-C Lamp Kiezen: Hoeveel Watt Heb Je Nodig per Liter?","https://vijvercentrum.nl/blogs/filtratie-techniek/uv-c-lamp-kiezen-hoeveel-watt-heb-je-nodig-per-liter","Bereken hoeveel watt UV-C je nodig hebt per 1.000 liter vijverwater. Richtlijnen voor vijvers met en zonder vis, koivijvers en praktische installatietips.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/uv-c-lamp-unit-connected-to-pond-filter-system-glowing-purple-uv-light-visible-through-quartz-glass-pond-equipment-setup-in-dutch-garden-buxus-hedges-photorealistic-no-people-no-text.png?v=1774530095","Filtratie & Techniek","filtratie techniek","2025-09-12T06:00:00Z","article"
"article_613531812179","Koi verzorging in september – immuunsysteem versterken en vijver voorbereiden op de herfst","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-verzorging-in-september-immuunsysteem-versterken-en-vijver-voorbereiden-op-de-herfst","De maand september is voor koi-liefhebbers een cruciale periode. De watertemperatuur begint te dalen, de nachten worden frisser en de natuur maakt zich op voor de herfst. Dit betekent dat zowel de koi als de vijver extra aandacht nodig hebben. In deze periode draait koi verzorging in september vooral om het versterken van het immuunsysteem van de vissen en het voorbereiden van de vijver op vallende bladeren en organisch afval. Met de juiste voeding, preventieve maatregelen en praktische hulpmiddelen zoals vijvernetten en vijverstofzuigers zorg je dat jouw koi gezond en sterk de herfst en winte","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-zwemmen-in-een-vijver-vol-herfstbladeren-koi-verzorging-in-september-en-vijvervoorbereiding-op-de-herfst.webp?v=1772304132","Koi Gezondheid & Verzorging","herfst koi/immuuns/Koi verzorging/Koi verzorging en gezondheid/Onderhoud per Seizoen/pH/Vijveronderhoud &amp; Advies","2025-09-10T07:44:43Z","article"
"article_613603148115","Beadfilter vs. Trommelfilter: Welk Filtersysteem Past bij Jouw Vijver?","https://vijvercentrum.nl/blogs/filtratie-techniek/beadfilter-vs-trommelfilter-welk-filtersysteem-past-bij-jouw-vijver","Beadfilter of trommelfilter voor je vijver? Vergelijk werkwijze, capaciteit, onderhoud en kosten. Met concrete tips voor de juiste keuze per vijvergrootte.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/bead-filter-pressure-vessel-and-drum-filter-side-by-side-next-to-a-koi-pond-pond-filtration-equipment-comparison-dutch-garden-with-buxus-hedges-brick-edging-photorealistic-no-people-n.png?v=1774533898","Filtratie & Techniek","filtratie techniek","2025-09-08T09:38:00Z","article"
"article_613607670099","Vijver Vergroten: Zo Breid Je een Bestaande Vijver Uit","https://vijvercentrum.nl/blogs/vijver-aanleggen/vijver-vergroten-zo-breid-je-een-bestaande-vijver-uit","Vijver vergroten? Leer stap voor stap hoe je een bestaande vijver uitbreidt: van graafwerk en folie tot filter en waterkwaliteit. Met checklist.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/nederlandse-achtertuin-vijver-vergroten-zo-breid-je-een-bestaande-vijver-uit.png?v=1774087523","Vijver Aanleggen","vijver aanleggen","2025-09-05T11:47:00Z","article"
"article_613603082579","Waterwissel bij Koi: Hoeveel, Hoe Vaak en Waar Moet Je op Letten?","https://vijvercentrum.nl/blogs/waterkwaliteit/waterwissel-bij-koi-hoeveel-hoe-vaak-en-waar-moet-je-op-letten","Leer hoeveel water je moet verversen bij koi, hoe vaak per seizoen en welke fouten je moet vermijden. Complete gids met meetwaarden en praktijktips.","","Waterkwaliteit","waterkwaliteit","2025-09-04T13:59:00Z","article"
"article_613603017043","Regenwater in de Vijver: Voordeel of Gevaar voor Je Koi?","https://vijvercentrum.nl/blogs/waterkwaliteit/regenwater-in-de-vijver-voordeel-of-gevaar-voor-je-koi","Regenwater in je koivijver: voorkom pH-daling en KH-verlies met wekelijkse waterverversing. Praktische tips en checklist van vijverspecialisten.","","Waterkwaliteit","waterkwaliteit","2025-08-21T13:47:00Z","article"
"article_613607604563","Waterval of Cascade Bouwen: Natuurlijk Effect met Optimale Beluchting","https://vijvercentrum.nl/blogs/vijver-aanleggen/waterval-of-cascade-bouwen-natuurlijk-effect-met-optimale-beluchting","Bouw een waterval of cascade bij je vijver voor natuurlijke beluchting en zuurstof. Stapsgewijs bouwplan met pompkeuze, materialen en veelgemaakte fouten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/waterval-of-cascade-bouwen-natuurlijk-effect-met-optimale-beluchting-zonder-mensen.png?v=1774086342","Vijver Aanleggen","vijver aanleggen","2025-08-20T08:57:00Z","article"
"article_613602885971","Zuurstofgehalte Meten en Verhogen: Essentieel voor Gezonde Koi","https://vijvercentrum.nl/blogs/waterkwaliteit/zuurstofgehalte-meten-en-verhogen-essentieel-voor-gezonde-koi","Leer het zuurstofgehalte in je koivijver correct meten en verhogen. Met ideale waarden, seizoenstips en noodmaatregelen voor gezonde koi.","","Waterkwaliteit","waterkwaliteit","2025-08-14T07:05:00Z","article"
"article_613607571795","Japanse Tuin met Koivijver: Ontwerp, Stijl en Beplanting","https://vijvercentrum.nl/blogs/vijver-aanleggen/japanse-tuin-met-koivijver-ontwerp-stijl-en-beplanting","Ontwerp jouw Japanse tuin met koivijver: van vijvervorm en filtratie tot beplanting met Japanse esdoorn, iris en bamboe. Inclusief aanlegtips en kostenindicatie.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/japanse-tuin-met-een-vijver.png?v=1773605188","Vijver Aanleggen","vijver aanleggen","2025-08-12T09:32:00Z","article"
"article_613602853203","De Stikstofcyclus in Je Vijver: Zo Werkt Biologische Filtratie Echt","https://vijvercentrum.nl/blogs/waterkwaliteit/de-stikstofcyclus-in-je-vijver-zo-werkt-biologische-filtratie-echt","Leer hoe de stikstofcyclus werkt in je vijver. Praktische tips voor biologische filtratie, filteronderhoud en gezonde waterwaarden voor je koi.","","Waterkwaliteit","waterkwaliteit","2025-08-10T13:13:00Z","article"
"article_613602787667","Draadalgen Bestrijden zonder Chemie: 5 Natuurlijke Methoden","https://vijvercentrum.nl/blogs/waterkwaliteit/draadalgen-bestrijden-zonder-chemie-5-natuurlijke-methoden","Draadalgen bestrijden zonder chemie? 5 bewezen natuurlijke methoden met meetwaarden en timing voor een blijvend heldere vijver.","","Waterkwaliteit","waterkwaliteit","2025-08-07T09:23:00Z","article"
"article_613607539027","Verhoogde Koivijver Bouwen: Metselen, Bekisten of Modulair?","https://vijvercentrum.nl/blogs/vijver-aanleggen/verhoogde-koivijver-bouwen-metselen-bekisten-of-modulair","Verhoogde koivijver bouwen? Vergelijk metselen, bekisten en modulair op kosten, duurzaamheid en moeilijkheidsgraad. Met praktijktips en materiaallijsten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/verhoogde-koivijver-met-raam-tuin-in-limburg.png?v=1773604832","Vijver Aanleggen","vijver aanleggen","2025-08-04T10:04:00Z","article"
"article_613602754899","Vijverwater Groen en Troebel: De 7 Meest Voorkomende Oorzaken","https://vijvercentrum.nl/blogs/waterkwaliteit/vijverwater-groen-en-troebel-de-7-meest-voorkomende-oorzaken","Groen en troebel vijverwater? Ontdek de 7 meest voorkomende oorzaken met meetwaarden en concrete oplossingen voor helder water in je vijver.","","Waterkwaliteit","waterkwaliteit","2025-08-03T13:38:00Z","article"
"article_613602722131","KH te Laag? Zo Voorkom Je een Gevaarlijke pH-Crash","https://vijvercentrum.nl/blogs/waterkwaliteit/kh-te-laag-zo-voorkom-je-een-gevaarlijke-ph-crash","KH te laag in je vijver? Leer hoe je een gevaarlijke pH-crash voorkomt met meetroutines, waterverversing en KH-verhoging. Praktische tips van vijverspecialisten.","","Waterkwaliteit","waterkwaliteit","2025-07-30T14:04:00Z","article"
"article_613607440723","Polyester Vijver Laten Maken: Voordelen, Nadelen en Kosten","https://vijvercentrum.nl/blogs/vijver-aanleggen/polyester-vijver-laten-maken-voordelen-nadelen-en-kosten","Polyester vijver laten maken? Ontdek de voordelen, nadelen en kosten per m². Met tips voor zelf doen vs. vakman en veelgemaakte fouten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/polyester-vijverbak-maken-custom-made-nederland.png?v=1773604662","Vijver Aanleggen","vijver aanleggen","2025-07-27T09:17:00Z","article"
"article_613602558291","Koivoer voor Tosai: Speciale Behoeften van Jonge Koi","https://vijvercentrum.nl/blogs/voeding-voer/koivoer-voor-tosai-speciale-behoeften-van-jonge-koi","Alles over koivoer voor Tosai: welk eiwitgehalte, pelletgrootte, voerschema per seizoen en veelgemaakte fouten. Geef jonge koi de beste start.","","Voeding & Voer","voeding voer","2025-07-20T13:17:00Z","article"
"article_613607473491","Betonnen Koivijver Storten: Materialen, Wapening en Waterdichting","https://vijvercentrum.nl/blogs/vijver-aanleggen/betonnen-koivijver-storten-materialen-wapening-en-waterdichting","Leer hoe je een betonnen koivijver stort met de juiste materialen, wapening en waterdichting. Praktische tips voor een lekvrije vijver die 30+ jaar meegaat.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/betonnen-koivijver-storten-materialen-wapening-en-waterdichting-zonder-mensen-op-de-foto.png?v=1774086126","Vijver Aanleggen","vijver aanleggen","2025-07-19T08:17:00Z","article"
"article_613602525523","Probiotica in Koivoer: Wat Doet het Echt voor de Darmflora?","https://vijvercentrum.nl/blogs/voeding-voer/probiotica-in-koivoer-wat-doet-het-echt-voor-de-darmflora","Probiotica in koivoer: werkt het echt? Ontdek wat de wetenschap zegt over darmflora bij koi, wanneer probiotica zin hebben en waar je op moet letten bij je voerkeuze.","","Voeding & Voer","voeding voer","2025-07-16T11:49:00Z","article"
